clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,RB,FD,PE,I,DD,GS,GC,FT,G,CV,SG,DP,PP,ano
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,João Lucas,86740,2,0,13,1,12.49,0,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Valdo,84509,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Vitor Feijão,93005,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Iago,90894,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Lucas Barros,104650,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,2,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,2,10.2,6.4,2,10,3.34,6.66,NA,1,3,NA,1,4,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,2,lat,Madson,78077,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Erick,98022,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Zé Ivaldo,91866,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,2,2.14,3.74,2,8.66,0.1,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Bill,95131,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Renan Lodi,96591,2,0.2,1.55,2,7.9,-1.74,9.64,NA,NA,5,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,2,3.2,5.6,2,10.73,1.02,9.71,1,NA,4,2,7,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Éder ,91203,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Guimarães,98352,2,4.5,6.35,2,13.46,0.83,12.63,NA,NA,6,1,6,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Tomás Andrade,97619,2,0.7,1.25,2,5.24,-0.87,6.11,NA,NA,NA,2,3,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,2,3,5.75,2,12.04,0.59,11.45,NA,NA,1,2,1,2,1,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Robson Bambu,101579,2,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Plata,98841,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,2,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Dawhan,97780,2,-0.5,2.85,2,6.7,-0.38,7.08,NA,NA,1,1,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Weverton Almeida,100459,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Khellven ,105175,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Gabriel Poveda,102877,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Christian,104502,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Luiz Fernando,105176,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Alex Nagib,98933,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato,39572,2,2.3,1.75,2,4.96,-0.04,5,NA,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Elicarlos,50313,2,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,2,-0.3,0.95,2,4.12,-0.88,5,NA,1,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Rafael Pereira,51194,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Vitinho,101960,2,0,0,1,0.72,-0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Demethryus,101678,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,2,0.8,4.5,2,9.85,0,9.85,NA,NA,NA,NA,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Roberto,71116,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,2,10.5,6.3,2,8.23,4,4.23,NA,NA,1,2,2,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,2,0,0,1,3.47,0,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Alan Ruschel,63110,2,1.7,3.65,2,7.68,0.33,7.35,NA,NA,6,NA,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Marcos Vinícius,73721,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Neto,69008,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Rildo,73635,2,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,2,0.6,0.55,2,2.16,-0.27,2.43,NA,NA,4,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,2,5,8.5,2,14.68,2.19,12.49,1,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Gum,68887,2,-0.6,1.6,2,5.76,-1.04,6.8,NA,NA,NA,1,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,2,2.8,8.55,2,15.04,1.65,13.389999999999999,NA,NA,7,1,1,2,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Aylon,85930,2,-0.4,-0.2,2,2.34,-1.13,3.4699999999999998,NA,1,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Bryan,97536,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Vinícius Freitas,81537,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,Tiepo,98412,2,4,10.5,2,16.19,3.01,13.180000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Orzusa,99160,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,2,0,0.3,1,3.68,0,3.68,NA,NA,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Bruno Silva,101422,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Tharlis,102997,2,2.9,2.9,1,3.43,0.43,3,NA,NA,2,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Jadson,38315,2,0,0,1,6.94,0,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Henrique,50856,2,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Vagner Love,38959,2,-2.8,-1.8,2,3.67,-3.41,7.08,NA,1,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Régis,102999,2,2,2.5,2,4.25,0.78,3.4699999999999998,NA,NA,2,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Braian Romero,101997,2,-0.5,-0.5,1,2.68,-1.32,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Ralf,52190,2,7.1,6.15,2,11.21,2.05,9.16,NA,NA,NA,NA,3,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,2,3.7,5.1,2,10.27,0.9,9.37,NA,1,1,1,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Boselli,69161,2,0,-0.9,2,3.1,-1.9,5,NA,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Marllon,70666,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Júnior Urso,71829,2,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,2,4.4,4.29,2,10.24,0.4,9.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Gustavo,86932,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,4,mei,Gabriel,78605,2,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Michel,80664,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,2,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Cacá,102340,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ramiro,78715,2,0.2,7.3,2,15.5,-0.04,15.54,1,NA,3,1,2,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Clayson,83817,2,1.9,6,2,12.33,0.47,11.86,NA,NA,4,1,2,2,3,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Victor Andrade,80536,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Ángel Romero,88323,2,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Joílson,80779,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Pedro Henrique,87225,2,4.6,4.4,2,8.33,1.25,7.08,NA,NA,NA,1,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Richard,86711,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mateus Vital,93108,2,-0.3,0.1,2,3.28,-1.23,4.51,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Perotti,94286,2,0.5,0.5,1,1.66,-0.34,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Lourency,94249,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,André Luís,92146,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Pedrinho,98706,2,0.8,4.35,2,10.61,-0.42,11.03,NA,NA,1,NA,3,1,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,2,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Sergio Díaz,94010,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Caetano,103575,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Marquinhos,102292,2,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Mano Menezes,37281,2,6.71,3.66,2,9.42,0.67,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fabrício Oya,105046,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,2,0,1.5,1,7.98,0,7.98,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,2,0.2,1.4,2,7.16,-1.58,8.74,1,1,3,1,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Carlos Augusto,101803,2,14.5,6.45,2,7.04,5.37,1.67,NA,1,2,1,NA,2,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Rafinha,38421,2,0,2.7,1,6.73,0,6.73,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Robinho,62104,2,4.2,4.2,1,8.33,-0.67,9,NA,NA,1,1,3,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Edílson,38523,2,9.9,4.5,2,7.6,2.67,4.93,NA,1,3,NA,3,3,NA,5,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Léo,50459,2,6,6,1,8.39,0.39,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,2,7.1,2.45,2,6.87,0.76,6.11,NA,NA,4,1,1,2,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,2,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Fabrício Bruno,90768,2,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,2,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Marquinhos Gabriel,68954,2,0,0.6,2,4.46,-1.23,5.6899999999999995,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,David,90309,2,4,4,1,6.08,0.08,6,NA,NA,3,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,2,-0.9,-0.9,1,3.23,-1.77,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Lucas Romero,84558,2,1.9,-0.25,2,1.43,-0.37,1.7999999999999998,NA,2,5,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,5,ata,Raniel,86797,2,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,2,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,2,0,0,1,4.34,-1.66,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Murilo,97653,2,0,-1.8,1,2.22,0,2.22,NA,NA,3,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
